லோ1,0.059029886,லோ1,0.059029886,-1.2289280555
லௌ,0.0016584243,லௌ,0.0016584243,-2.7803043474
வ்,0.0628542809,வ்,0.0628542809,-1.2016651379
வ்1,0.1298657492,வ்1,0.1298657492,-0.8865053747
வ்2,0.0523451743,வ்2,0.0523451743,-1.2811233497
வ,2.0554510748,வ,2.0554510748,0.3129071439
வ1,1.9395533967,வ1,1.9395533967,0.2877017404
வ2,3.1535550522,வ2,3.1535550522,0.498800417
வா,0.8615514228,வா,0.8615514228,-0.064718796
வா1,0.5059704513,வா1,0.5059704513,-0.2958748452
வி,1.1439810807,வி,1.1439810807,0.0584188421
வி1,1.2919112191,வி1,1.2919112191,0.1112326697
வி2,0.952709795,வி2,0.952709795,-0.0210393697
வீ,0.1401368532,வீ,0.1401368532,-0.8534476389
வீ1,0.1146866356,வீ1,0.1146866356,-0.9404871874
வீ2,0.1167062593,வீ2,0.1167062593,-0.9329058508
வு,0.3796133218,வு,0.3796133218,-0.4206585552
வு1,0.5329555421,வு1,0.5329555421,-0.2733090173
வு2,0.3161427545,வு2,0.3161427545,-0.5001167671
வூ,0.0084579639,வூ,0.0084579639,-2.0727341728
வூ2,0.0070438097,வூ2,0.0070438097,-2.1521923857
வெ,0.3547369573,வெ,0.3547369573,-0.4500935634
வெ1,0.2647912029,வெ1,0.2647912029,-0.5770964475
வே,0.2510854387,வே,0.2510854387,-0.6001784728
வே1,0.3980300884,வே1,0.3980300884,-0.4000840969
வை,0.2310185047,வை,0.2310185047,-0.6363532315
வை1,0.3390002024,வை1,0.3390002024,-0.4698000425
வொ,0.0081262791,வொ,0.0081262791,-2.0901082658
வொ1,0.0286716589,வொ1,0.0286716589,-1.5425471787
வோ,0.0230520977,வோ,0.0230520977,-1.6372895484
வோ1,0.0624030223,வோ1,0.0624030223,-1.2047943761
வௌ,0.0016584243,வௌ,0.0016584243,-2.7803043474
ழ்,0.1399710107,ழ்,0.1399710107,-0.8539619014
ழ்1,0.3659852931,ழ்1,0.3659852931,-0.4365363661
ழ்2,0.1165681454,ழ்2,0.1165681454,-0.9334201131
ழ,0.2409690505,ழ,0.2409690505,-0.6180387336
ழ1,0.3828509748,ழ1,0.3828509748,-0.4169702428
ழ2,0.3103419701,ழ2,0.3103419701,-0.5081594872
ழா,0.0283590555,ழா,0.0283590555,-1.5473082375
ழா1,0.0320447953,ழா1,0.0320447953,-1.4942424983
ழி,0.2910534643,ழி,0.2910534643,-0.5360272271
ழி1,0.2647912029,ழி1,0.2647912029,-0.5770964475
ழி2,0.2423899232,ழி2,0.2423899232,-0.6154854389
ழீ,0.0008292121,ழீ,0.0008292121,-3.0813343692
ழீ1,0.010119409,ழீ1,0.010119409,-1.9948448507
ழீ2,0.0006905696,ழீ2,0.0006905696,-3.1607925439
ழு,0.284751452,ழு,0.284751452,-0.5455340527
ழு1,0.394656952,ழு1,0.394656952,-0.4037802426
ழு2,0.2371415944,ழு2,0.2371415944,-0.6249922645
ழூ,0.0018242667,ழூ,0.0018242667,-2.7389116694
ழூ2,0.0015192531,ழூ2,0.0015192531,-2.8183698688
ழெ,0.0009950546,ழெ,0.0009950546,-3.0021530883
ழே,0.0004975273,ழே,0.0004975273,-3.3031830839
ழே1,0.0202388181,ழே1,0.0202388181,-1.6938148529
ழை,0.0998371427,ழை,0.0998371427,-1.0007078568
ழை1,0.1011940903,ழை1,0.1011940903,-0.9948448494
ழொ,0.0003316849,ழொ,0.0003316849,-3.4792742993
ழோ,0.0014925819,ழோ,0.0014925819,-2.8260618292
ழோ1,0.0084328409,ழோ1,0.0084328409,-2.0740260933
ழௌ,0.0001658424,ழௌ,0.0001658424,-3.7803044259
ள்,0.6550775977,ள்,0.6550775977,-0.1837072523
ள்1,1.7675234433,ள்1,1.7675234433,0.2473651827
ள்2,0.5455499696,ள்2,0.5455499696,-0.2631654641
